6.953537400,80.780025500
6.953537400,80.780025500
6.953432800,80.780208400
6.953273300,80.780481900
6.953216900,80.780634100
6.953206700,80.780667600
6.953195300,80.780773600
6.953198200,80.780884600
6.953215000,80.781001200
6.953244200,80.781124500
6.953290900,80.781262800
6.953345300,80.781385600
6.953391600,80.781453800
6.953440000,80.781501900
6.953530900,80.781575200
6.953616900,80.781611300
6.953802000,80.781678600
6.953891100,80.781717400
6.954001600,80.781789300
6.954037200,80.781823300
6.954064500,80.781873100
6.954084100,80.781921500
6.954092400,80.781968400
6.954093600,80.781975300
6.954099700,80.782073200
6.954092800,80.782138200
6.954090800,80.782148700
6.954089000,80.782158500
6.954069300,80.782263700
6.954012200,80.782432200
6.953952100,80.782611500
6.953933100,80.782667600
6.953880800,80.782807700
6.953807600,80.782918100
6.953756600,80.782993400
6.953701400,80.783040100
6.953653800,80.783085900
6.953552900,80.783139800
6.953475400,80.783177700
6.953453800,80.783190400
6.953437800,80.783203800
6.953425900,80.783220100
6.953398700,80.783276600
6.953392900,80.783290100
6.953386600,80.783311100
6.953383500,80.783326500
6.953380400,80.783350400
6.953380000,80.783370600
6.953394100,80.783500600
6.953407600,80.783589400
6.953417900,80.783684600
6.953417500,80.783754900
6.953413200,80.783848900
6.953395400,80.783954700
6.953346700,80.784120400
6.953327000,80.784192600
6.953127900,80.784922900
6.953088000,80.785037700
6.952957000,80.785488900
6.952910200,80.785668200
6.952844000,80.785910900
6.952783200,80.786084300
6.952718600,80.786218800
6.952717800,80.786220500
6.952702200,80.786245300
6.952618200,80.786378500
6.952559000,80.786471900
6.952330900,80.786866000
6.952360700,80.786969300
6.952398700,80.787068800
6.952451800,80.787175600
6.952480000,80.787197300
6.952499100,80.787211700
6.952525200,80.787225000
6.952555200,80.787234700
6.952573400,80.787240300
6.952596200,80.787242600
6.952628600,80.787244000
6.952666100,80.787234100
6.952687700,80.787231100
6.952866700,80.787187900
6.953072500,80.787123300
6.953202500,80.787071100
6.953453200,80.786956600
6.953634900,80.786885500
