latitude,longitude
6.953966134712498,80.78256962938518
6.953956131358888,80.78259947300086
6.953946072303232,80.78262929756782
6.953935975646247,80.78265910927608
6.953925228485509,80.78268868602639
6.9539142222725765,80.78271816920865
6.953903216059644,80.7827476523909
6.953892209846712,80.78277713557316
6.95388120363378,80.7828066187554
6.953864069638453,80.78283293267644
6.953846702362154,80.7828591259456
6.953829335085855,80.78288531921478
6.953811967809556,80.78291151248395
6.953794409295433,80.78293757568733
6.953776786525568,80.78296359518872
6.953759163755703,80.78298961469011
6.953736139286716,80.78301071005997
6.953712195193324,80.78303096711
6.953688983095824,80.78305204735737
6.9536663719639655,80.78307380344644
6.953641535131124,80.78309245179814
6.953613911072003,80.78310720835698
6.953586287012883,80.78312196491582
6.953558662953762,80.78313672147465
6.95353063976626,80.78315068597237
6.953502511361828,80.7831644416695
6.953474423591947,80.78317827409177
6.953448118611813,80.7831951581626
6.953427224904389,80.78321828521499
6.953413231587905,80.78324641490012
6.953399587366066,80.78327475675798
6.953388666995717,80.78330421001428
6.9533823954796965,80.78333501549524
6.953380083551419,80.78336638065333
6.953382941209942,80.78339771753848
6.953386337439616,80.78342903029433
6.953389733669289,80.7834603430502
6.953393129898964,80.78349165580605
6.9533974814380475,80.78352284234805
6.9534022149629156,80.78355397842273
6.953406948487784,80.78358511449741
6.953410521621371,80.78361640372373
6.953413909549972,80.78364771739392
6.953417297478573,80.7836790310641
6.9534177526499,80.78371049678002
6.9534175734259716,80.78374199538551
6.953416650311611,80.7837734745834
6.953415210921897,80.78380494031201
6.953413771532184,80.78383640604063
6.95341004969293,80.78386762485887
6.953404824734412,80.78389868107298
6.953399599775896,80.78392973728708
6.953393658290447,80.78396062610416
6.953384781471848,80.78399082916046
6.953375904653249,80.78402103221677
6.95336702783465,80.78405123527307
6.953358151016051,80.78408143832938
6.953349274197452,80.78411164138568
6.953340815972145,80.78414196481275
6.953332528714084,80.7841723374032
6.95332424357644,80.78420271057823
6.953315962688567,80.78423308492485
6.953307681800694,80.78426345927149
6.953299400912821,80.78429383361811
6.953291120024948,80.78432420796474
6.953282839137075,80.78435458231137
6.953274558249202,80.784384956658
6.953266277361329,80.78441533100462
6.9532579964734555,80.78444570535126
6.953249715585582,80.78447607969788
6.95324143469771,80.7845064540445
6.953233153809837,80.78453682839114
6.953224872921964,80.78456720273776
6.9532165920340905,80.7845975770844
6.953208311146217,80.78462795143102
6.953200030258345,80.78465832577766
6.953191749370472,80.78468870012428
6.953183468482599,80.78471907447091
6.953175187594725,80.78474944881754
6.953166906706852,80.78477982316417
6.953158625818979,80.7848101975108
6.953150344931107,80.78484057185742
6.9531420640432335,80.78487094620405
6.95313378315536,80.78490132055067
6.953124908138998,80.78493150816148
6.953114575349432,80.7849612375911
6.953104242559866,80.78499096702073
6.953093909770301,80.78502069645036
6.953084242692013,80.78505064120125
6.953075465096791,80.78508087365137
6.953066687501569,80.78511110610147
6.953057909906348,80.78514133855157
6.9530491323111265,80.78517157100168
6.953040354715904,80.78520180345178
6.953031577120683,80.7852320359019
6.953022799525462,80.785262268352
6.953014021930239,80.78529250080211
6.953005244335018,80.78532273325222
6.952996466739797,80.78535296570232
6.9529876891445745,80.78538319815243
6.952978911549353,80.78541343060253
6.952970133954132,80.78544366305265
6.95296135635891,80.78547389550275
6.952952994893709,80.78550424434953
6.95294504345222,80.78553470788498
6.952937092010732,80.78556517142043
6.9529291405692435,80.78559563495587
6.952921189127754,80.78562609849132
6.952913237686266,80.78565656202677
6.952905080268421,80.78568696977122
6.952896795515875,80.78571734302564
6.95288851076333,80.78574771628006
6.952880226010785,80.78577808953449
6.952871941258239,80.7858084627889
6.952863656505693,80.78583883604333
6.952855371753148,80.78586920929776
6.9528470870006025,80.78589958255218
6.952837466348145,80.78592953380316
6.952827052290407,80.78595923442177
6.952816638232668,80.78598893504038
6.95280622417493,80.786018635659
6.952795810117192,80.78604833627762
6.952785396059453,80.78607803689623
6.952772453275297,80.78610667514663
6.952758834750727,80.78613502950506
6.952745216226157,80.7861633838635
6.952731597701587,80.78619173822193
6.952717989404642,80.78622009751514
6.9527012985635235,80.7862467294207
6.952684531780503,80.78627331674807
6.952667764997483,80.78629990407542
6.952650998214462,80.78632649140278
6.952634231431442,80.78635307873014
6.952617461993954,80.78637966435413
6.9526006346863065,80.78640621284289
6.95258380737866,80.78643276133164
6.952566980071012,80.78645930982039
6.9525507194165925,80.78648620678615
6.952534969874648,80.78651341807277
6.952519220332703,80.78654062935941
6.952503470790758,80.78656784064604
6.952487721248812,80.78659505193268
6.952471971706867,80.7866222632193
6.952456222164922,80.78664947450594
6.952440472622977,80.78667668579257
6.952424723081032,80.78670389707919
6.952408973539087,80.78673110836583
6.9523932239971415,80.78675831965246
6.952377474455196,80.7867855309391
6.952361724913251,80.78681274222572
6.952345975371307,80.78683995351236
6.9523312735157345,80.78686729477099
6.952339999350712,80.78689754238015
6.952348725185688,80.7869277899893
6.9523574510206645,80.78695803759848
6.952367747042461,80.78698775212433
6.952378974530207,80.78701715041461
6.952390202017953,80.78704654870491
6.952402104202011,80.78707564686958
6.9524161069704915,80.78710381062992
6.952430109738972,80.78713197439025
6.952444112507453,80.78716013815058
6.952463006430395,80.78718422338792
6.952487912925244,80.78720326576563
6.952514532458069,80.78721956404952
6.9525435888871,80.78723094574016
6.952573442738241,80.78724030431131
6.952604588659157,80.78724296247293
6.952635597731715,80.78724215259884
6.952665843847095,80.78723416762438
6.952696645216659,80.78722894115441
6.952727052274063,80.7872216026914
6.952757459331466,80.78721426422838
6.95278786638887,80.78720692576537
6.9528182734462725,80.78719958730235
6.952848680503676,80.78719224883935
6.952878861388905,80.78718408257667
6.952908713274048,80.78717471215985
6.95293856515919,80.78716534174303
6.952968417044333,80.78715597132623
6.952998268929475,80.78714660090941
6.953028120814618,80.7871372304926
6.95305797269976,80.78712786007578
6.953087410490313,80.78711731286467
6.9531164557301715,80.78710565008373
6.953145500970031,80.78709398730281
6.95317454620989,80.78708232452188
6.953203570116007,80.78707061125536
6.953232047630553,80.7870576049713
6.953260525145098,80.78704459868723
6.953289002659643,80.78703159240315
6.953317480174189,80.78701858611909
6.953345957688734,80.78700557983503
6.95337443520328,80.78699257355096
6.953402912717825,80.78697956726688
6.953431390232371,80.78696656098282
6.953460024256596,80.78695392963871
6.95348917021383,80.78694252469893
6.953518316171063,80.78693111975915
6.953547462128298,80.78691971481936
6.953576608085532,80.78690830987956
6.953605754042766,80.78689690493978
6.9536349,80.7868855
